Numéro de l'amendement,Partie de l'amendement,Sort de l'amendement,Désignation de l'article,Délibération,Auteur,Cosignataire(s),Instance,Etape du texte,URL Amendement,URL Amendement format XML,Sort,Dispositif,Exposé sommaire
CE1044,,Adopté,Article 14,Première délibération,Roseren Xavier rapporteur pour avis au nom de la commission du développement durable et de l'aménagement du territoire,"  M. Rousset, Mme Pantel, Mme Froger, M. Vallaud, M. Fesneau, M. Peu, Mme Le Feur, M. Hollande, M. Potier, M. Bony, M. Philippe Brun, Mme Rossi, Mme Allemand, M. Aviragnet, Mme Battistel, M. Bazin, M. Benoit, Mme Bergantz, M. Bonnecarrère, Mme Sylvie Bonnet, Mme Bonnivard, M. Bothorel, M. Bouyx, M. Brard, M. Brigand, M. Brugerolles, Mme Brulebois, M. Fabrice Brun, M. Buchou, Mme Buffet, M. Jean-René Cazeneuve, M. Ceccoli, M. Cormier-Bouligeon, M. Criaud, M. Croizier, Mme Corneloup, M. Daubié, M. David, M. Delautrette, Mme Delpech, Mme Dombre Coste, Mme Dubré-Chirat, M. Dufau, M. Echaniz, M. Fait, M. Fégné, M. Fugit, Mme Got, Mme Perrine Goulet, M. Guedj, Mme Herouin-Léautey, M. Houlié, M. Huyghe, M. Jacques, Mme Klinkert, M. Lauzzana, M. Lecamp, Mme Létard, Mme Le Peih, M. Liégeon, Mme Lingemann, Mme Marsaud, M. Maurel, M. Marion, M. Masséglia, M. Mattei, M. Molac, M. Mongardien, M. Naegelen, M. Oberti, M. Ott, M. Padey, Mme Pirès Beaune, M. Proença, M. Ramos, M. Ray, Mme Riotton, Mme Ronceret, Mme Rouaux, Mme Santiago, M. Saulignac, M. Sorre, M. Taite, M. Taupiac, M. Terlier, Mme Thiébault-Martinez, Mme Thomin, M. Travert, M. Vermorel-Marques, Mme Vidal, M. Jean-Pierre Vigier, M. Philippe Vigier, M. Viry, M. Vuibert et Mme Pochon",Affaires économiques,1ère lecture (1ère assemblée saisie),https://www.assemblee-nationale.fr/dyn/17/amendements/2632/CION-ECO/CE1044,https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L17PO419610B2632P0D1N001044.xml,Adopté,"Après l’alinéa 11, insérer les deux alinéas suivants : « II bis. – Après l’article L. 427‑2 du code de l’environnement, il est inséré un article L. 427‑2‑1 ainsi rédigé : « Art. L. 427‑2‑1. – Toute personne, qu’elle soit ou non en activité et quelle que soit son activité professionnelle, peut devenir lieutenant de louveterie, sous réserve de satisfaire aux conditions d’engagement fixées par voie réglementaire. »","Cet amendement, issu du travail transpartisan conduit dans le cadre de la proposition de loi visant à créer un statut pour les lieutenants de louveterie déposée le 24 juin 2025, avec l’appui des Ministères de l’Agriculture et de la Transition écologique, définit les conditions de recrutement des lieutenants de louveterie dans le cadre de la reconnaissance de leur statut de bénévole exerçant une mission de service public et d’intérêt général. En effet, dans un contexte de progression de la population de certaines espèces, notamment du loup, et de la recrudescence des dommages causés aux élevages, les interventions de régulation sont devenues un levier essentiel de protection des troupeaux. Ils sont également des acteurs majeurs face aux conséquences concernant les forêts, la sécurité routière, ou encore la biodiversité. Les lieutenants de louveterie jouent, à cet égard, un rôle central aux côtés des services de l’État, en assurant, sous l’autorité du préfet, relèvent de l’intérêt général et d’une mission de service public.Il est donc nécessaire de définir les conditions nécessaires pour garantir l’aptitude des candidats à l’exercice de ces fonctions (l’âge, la nationalité, la résidence, l’aptitude physique ou encore la compétence cynégétique…). Celles-ci seront déterminées par voie réglementaire. Il apparaît toutefois nécessaire aux rédacteurs de cet amendement d’inscrire ce renvoi à la voie réglementaire dans la loi sur le modèle de conditions de recrutement des sapeurs-pompiers volontaires tel que précisé à l’article L. 723‑3 du code de la sécurité intérieure."
CD50,,Adopté,Article 14,Première délibération,Rousset Jean-François,"  Mme Pantel, Mme Froger, M. Vallaud, M. Fesneau, M. Peu, Mme Le Feur, M. Hollande, M. Roseren, M. Potier, M. Bony, M. Philippe Brun, Mme Rossi, Mme Allemand, M. Aviragnet, Mme Battistel, M. Bazin, M. Benoit, Mme Bergantz, M. Bonnecarrère, Mme Sylvie Bonnet, Mme Bonnivard, M. Bothorel, M. Bouyx, M. Brard, M. Brigand, M. Brugerolles, Mme Brulebois, M. Fabrice Brun, M. Buchou, Mme Buffet, M. Jean-René Cazeneuve, M. Ceccoli, M. Cormier-Bouligeon, M. Criaud, M. Croizier, Mme Corneloup, M. Daubié, M. David, M. Delautrette, Mme Delpech, Mme Dombre Coste, Mme Dubré-Chirat, M. Dufau, M. Echaniz, M. Fait, M. Fégné, M. Fugit, Mme Got, Mme Perrine Goulet, M. Guedj, Mme Herouin-Léautey, M. Houlié, M. Huyghe, M. Jacques, Mme Klinkert, M. Lauzzana, M. Lecamp, Mme Létard, Mme Le Peih, M. Liégeon, Mme Lingemann, Mme Marsaud, M. Maurel, M. Marion, M. Masséglia, M. Mattei, M. Molac, M. Mongardien, M. Naegelen, M. Oberti, M. Ott, M. Padey, Mme Pirès Beaune, M. Proença, M. Ramos, M. Ray, Mme Riotton, Mme Ronceret, Mme Rouaux, Mme Santiago, M. Saulignac, M. Sorre, M. Taite, M. Taupiac, M. Terlier, Mme Thiébault-Martinez, Mme Thomin, M. Travert, M. Vermorel-Marques, Mme Vidal, M. Jean-Pierre Vigier, M. Philippe Vigier, M. Viry, M. Vuibert et Mme Pochon",Développement durable,1ère lecture (1ère assemblée saisie),https://www.assemblee-nationale.fr/dyn/17/amendements/2632/CION-DVP/CD50,https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L17PO419865B2632P0D1N000050.xml,Adopté,"Après l’alinéa 11, insérer les deux alinéas suivants : « II bis. – Après l’article L. 427‑2 du code de l’environnement, il est inséré un article L. 427‑2‑1 ainsi rédigé : « Art. L. 427‑2‑1. – Toute personne, qu’elle soit ou non en activité et quelle que soit son activité professionnelle, peut devenir lieutenant de louveterie, sous réserve de satisfaire aux conditions d’engagement fixées par voie réglementaire. »","Cet amendement, issu du travail transpartisan conduit dans le cadre de la proposition de loi visant à créer un statut pour les lieutenants de louveterie déposée le 24 juin 2025, avec l’appui des Ministères de l’Agriculture et de la Transition écologique, définit les conditions de recrutement des lieutenants de louveterie dans le cadre de la reconnaissance de leur statut de bénévole exerçant une mission de service public et d’intérêt général. En effet, dans un contexte de progression de la population de certaines espèces, notamment du loup, et de la recrudescence des dommages causés aux élevages, les interventions de régulation sont devenues un levier essentiel de protection des troupeaux. Ils sont également des acteurs majeurs face aux conséquences concernant les forêts, la sécurité routière, ou encore la biodiversité. Les lieutenants de louveterie jouent, à cet égard, un rôle central aux côtés des services de l’État, en assurant, sous l’autorité du préfet, relèvent de l’intérêt général et d’une mission de service public.Il est donc nécessaire de définir les conditions nécessaires pour garantir l’aptitude des candidats à l’exercice de ces fonctions (l’âge, la nationalité, la résidence, l’aptitude physique ou encore la compétence cynégétique…). Celles-ci seront déterminées par voie réglementaire. Il apparaît toutefois nécessaire aux rédacteurs de cet amendement d’inscrire ce renvoi à la voie réglementaire dans la loi sur le modèle de conditions de recrutement des sapeurs-pompiers volontaires tel que précisé à l’article L. 723‑3 du code de la sécurité intérieure."
CD54,,Adopté,Article 14,Première délibération,Rousset Jean-François,"  Mme Pantel, Mme Froger, M. Vallaud, M. Fesneau, M. Peu, Mme Le Feur, M. Hollande, M. Roseren, M. Potier, M. Bony, M. Philippe Brun, Mme Rossi, Mme Allemand, M. Aviragnet, Mme Battistel, M. Bazin, M. Benoit, Mme Bergantz, M. Bonnecarrère, Mme Sylvie Bonnet, Mme Bonnivard, M. Bothorel, M. Bouyx, M. Brard, M. Brigand, M. Brugerolles, Mme Brulebois, M. Fabrice Brun, M. Buchou, Mme Buffet, M. Jean-René Cazeneuve, M. Ceccoli, M. Cormier-Bouligeon, M. Criaud, M. Croizier, Mme Corneloup, M. Daubié, M. David, M. Delautrette, Mme Delpech, Mme Dombre Coste, Mme Dubré-Chirat, M. Dufau, M. Echaniz, M. Fait, M. Fégné, M. Fugit, Mme Got, Mme Perrine Goulet, M. Guedj, Mme Herouin-Léautey, M. Houlié, M. Huyghe, M. Jacques, Mme Klinkert, M. Lauzzana, M. Lecamp, Mme Létard, Mme Le Peih, M. Liégeon, Mme Lingemann, Mme Marsaud, M. Maurel, M. Marion, M. Masséglia, M. Mattei, M. Molac, M. Mongardien, M. Naegelen, M. Oberti, M. Ott, M. Padey, Mme Pirès Beaune, M. Proença, M. Ramos, M. Ray, Mme Riotton, Mme Ronceret, Mme Rouaux, Mme Santiago, M. Saulignac, M. Sorre, M. Taite, M. Taupiac, M. Terlier, Mme Thiébault-Martinez, Mme Thomin, M. Travert, M. Vermorel-Marques, Mme Vidal, M. Jean-Pierre Vigier, M. Philippe Vigier, M. Viry, M. Vuibert et Mme Pochon",Développement durable,1ère lecture (1ère assemblée saisie),https://www.assemblee-nationale.fr/dyn/17/amendements/2632/CION-DVP/CD54,https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L17PO419865B2632P0D1N000054.xml,Adopté,"Après l’alinéa 11, insérer les deux alinéas suivants : « II bis – Après l’article L. 427‑2‑2 du code de l’environnement, il est inséré un article L. 427‑2‑1 ainsi rédigé :« Art. L. 427-2-1. – Les lieutenants de louveterie peuvent conclure avec leur employeur une convention définissant les modalités de leur disponibilité pour les missions ordonnées par l’autorité administrative compétente. Cette convention veille à assurer la compatibilité de cette disponibilité avec les nécessités du fonctionnement de l’entreprise ou du service public ».","Cet amendement, issu du travail transpartisan conduit dans le cadre de la proposition de loi visant à créer un statut pour les lieutenants de louveterie déposée le 24 juin 2025, avec l’appui des Ministères de l’Agriculture et de la Transition écologique, permet la conclusion d’une convention de disponibilité avec l’employeur, garantissant la compatibilité entre engagement volontaire et activité professionnelle. Certains lieutenants de louveterie exercent leurs fonctions à titre bénévole et disposent, pour la plupart, d’une activité professionnelle par ailleurs. L’accomplissement des missions ordonnées par l’autorité administrative peut dès lors se trouver en tension avec les obligations liées à leur emploi, constituant un frein pratique à l’exercice de leurs fonctions.  Ce mécanisme conventionnel, souple et adapté à chaque situation, permet d’organiser la compatibilité entre les nécessités du fonctionnement de l’entreprise ou du service public et la disponibilité requise, tout en répondant à la recommandation n° 1 du rapport de l’Inspection générale de l’environnement et du développement durable (IGEDD) qui préconisait de faciliter l’aménagement du temps de travail des louvetiers en activité.  Cette approche retient la voie de conventions conclues au cas par cas, plutôt qu’un cadre national contraignant, afin de préserver la souplesse nécessaire à l’adaptation aux réalités de chaque situation professionnelle. Au-delà de son utilité pratique, cette disposition poursuit un objectif d’attractivité de la fonction, attirant ainsi des actifs, pour faire face à la multiplication et à la diversification des missions confiées aux lieutenants de louveterie. Cette rédaction s’inspire du modèle proposé aux sapeurs-pompiers volontaires tel que précisé à l’article L. 723-11 du code de la sécurité intérieure."
CE1046,,Adopté,Article 14,Première délibération,Roseren Xavier rapporteur pour avis au nom de la commission du développement durable et de l'aménagement du territoire,"  M. Rousset, Mme Pantel, Mme Froger, M. Vallaud, M. Fesneau, M. Peu, Mme Le Feur, M. Hollande, M. Potier, M. Bony, M. Philippe Brun, Mme Rossi, Mme Allemand, M. Aviragnet, Mme Battistel, M. Bazin, M. Benoit, Mme Bergantz, M. Bonnecarrère, Mme Sylvie Bonnet, Mme Bonnivard, M. Bothorel, M. Bouyx, M. Brard, M. Brigand, M. Brugerolles, Mme Brulebois, M. Fabrice Brun, M. Buchou, Mme Buffet, M. Jean-René Cazeneuve, M. Ceccoli, M. Cormier-Bouligeon, M. Criaud, M. Croizier, Mme Corneloup, M. Daubié, M. David, M. Delautrette, Mme Delpech, Mme Dombre Coste, Mme Dubré-Chirat, M. Dufau, M. Echaniz, M. Fait, M. Fégné, M. Fugit, Mme Got, Mme Perrine Goulet, M. Guedj, Mme Herouin-Léautey, M. Houlié, M. Huyghe, M. Jacques, Mme Klinkert, M. Lauzzana, M. Lecamp, Mme Létard, Mme Le Peih, M. Liégeon, Mme Lingemann, Mme Marsaud, M. Maurel, M. Marion, M. Masséglia, M. Mattei, M. Molac, M. Mongardien, M. Naegelen, M. Oberti, M. Ott, M. Padey, Mme Pirès Beaune, M. Proença, M. Ramos, M. Ray, Mme Riotton, Mme Ronceret, Mme Rouaux, Mme Santiago, M. Saulignac, M. Sorre, M. Taite, M. Taupiac, M. Terlier, Mme Thiébault-Martinez, Mme Thomin, M. Travert, M. Vermorel-Marques, Mme Vidal, M. Jean-Pierre Vigier, M. Philippe Vigier, M. Viry, M. Vuibert et Mme Pochon",Affaires économiques,1ère lecture (1ère assemblée saisie),https://www.assemblee-nationale.fr/dyn/17/amendements/2632/CION-ECO/CE1046,https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L17PO419610B2632P0D1N001046.xml,Adopté,"Après l’alinéa 11, insérer les deux alinéas suivants : « II bis – Après l’article L. 427‑2‑2 du code de l’environnement, il est inséré un article L. 427‑2‑1 ainsi rédigé :« Art. L. 427‑2-1. – Les lieutenants de louveterie peuvent conclure avec leur employeur une convention définissant les modalités de leur disponibilité pour les missions ordonnées par l’autorité administrative compétente. Cette convention veille à assurer la compatibilité de cette disponibilité avec les nécessités du fonctionnement de l’entreprise ou du service public ».","Cet amendement, issu du travail transpartisan conduit dans le cadre de la proposition de loi visant à créer un statut pour les lieutenants de louveterie déposée le 24 juin 2025, avec l’appui des Ministères de l’Agriculture et de la Transition écologique, permet la conclusion d’une convention de disponibilité avec l’employeur, garantissant la compatibilité entre engagement volontaire et activité professionnelle.Certains lieutenants de louveterie exercent leurs fonctions à titre bénévole et disposent, pour la plupart, d’une activité professionnelle par ailleurs. L’accomplissement des missions ordonnées par l’autorité administrative peut dès lors se trouver en tension avec les obligations liées à leur emploi, constituant un frein pratique à l’exercice de leurs fonctions. Ce mécanisme conventionnel, souple et adapté à chaque situation, permet d’organiser la compatibilité entre les nécessités du fonctionnement de l’entreprise ou du service public et la disponibilité requise, tout en répondant à la recommandation n° 1 du rapport de l’Inspection générale de l’environnement et du développement durable (IGEDD) qui préconisait de faciliter l’aménagement du temps de travail des louvetiers en activité. Cette approche retient la voie de conventions conclues au cas par cas, plutôt qu’un cadre national contraignant, afin de préserver la souplesse nécessaire à l’adaptation aux réalités de chaque situation professionnelle.Au-delà de son utilité pratique, cette disposition poursuit un objectif d’attractivité de la fonction, attirant ainsi des actifs, pour faire face à la multiplication et à la diversification des missions confiées aux lieutenants de louveterie.Cette rédaction s’inspire du modèle proposé aux sapeurs-pompiers volontaires tel que précisé à l’article L. 723‑11 du code de la sécurité intérieure."
CD261,,Rejeté,Article 14,Première délibération,Blairy Emmanuel,"  Mme Bouquin, M. Dutremble, M. Evrard, M. Guibert, M. Houssin, M. Humbert, Mme Lechanteux, M. David Magnier, M. Marchio, M. Markowsky, M. Meurin, Mme Roullaud, Mme Sabatini et M. Schreck",Développement durable,1ère lecture (1ère assemblée saisie),https://www.assemblee-nationale.fr/dyn/17/amendements/2632/CION-DVP/CD261,https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L17PO419865B2632P0D1N000261.xml,Rejeté,"Après l’alinéa 11, insérer les deux alinéas suivants : « II bis. – L’article L. 427‑1 du code de l’environnement est complété par un alinéa ainsi rédigé :« En cas de prédation du loup caractérisée ou de danger imminent pour la sécurité des troupeaux ou des personnes, les lieutenants de louveterie peuvent être requis directement par les maires. Les agents informent le représentant de l’État dans le département des actions engagées. »","Cet amendement vise à renforcer la réactivité des pouvoirs publics locaux face aux attaques de loups, en autorisant les maires à requérir directement l’intervention des lieutenants de louveterie, en cas de danger imminent. Ces derniers rendront naturellement compte de leurs actions au représentant de l’État dans le département, garant du cadre légal.Le loup représente aujourd’hui une contrainte directe à l’exercice du métier d’agriculteur et d’éleveur, particulièrement dans les zones de montagne, de plaine ou de reconquête rurale. Malgré les dispositifs actuels, la prolifération de cette espèce entraîne des prédations à répétition, un climat de tension sur le terrain et un profond découragement chez les éleveurs.Dans ce contexte, les lieutenants de louveterie, créés sous Charlemagne et reconnus comme officiers bénévoles assermentés spécialisés dans la régulation des espèces, constituent un maillon indispensable de la chaîne de protection des territoires agricoles. Leur connaissance fine du terrain, leur neutralité et leur compétence cynégétique en font des relais de proximité efficaces face à des situations d’urgence.Cet amendement permet de rappeler de la nécessité d’engager une réflexion afin de mieux prendre en charge les frais inhérents à la fonction de lieutenant de louveterie (travaux de la mission parlementaire de la commission du développement durable et de l’aménagement du territoire sur la conciliation des usages de la nature et de la protection de la biodiversité, remise à ladite commission en mars 2025. La proposition n° 10 propose d’étudier la possibilité de mieux prendre en charge les frais inhérents à la fonction de lieutenant de louveterie)."
CE1041,,Adopté,Article 14,Première délibération,Roseren Xavier rapporteur pour avis au nom de la commission du développement durable et de l'aménagement du territoire,,Affaires économiques,1ère lecture (1ère assemblée saisie),https://www.assemblee-nationale.fr/dyn/17/amendements/2632/CION-ECO/CE1041,https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L17PO419610B2632P0D1N001041.xml,Adopté,"Après l’alinéa 11, insérer les quatre alinéas suivants :« II bis. – Après l’article L. 427‑1, il est inséré un article L. 427‑1‑1 ainsi rédigé :« Art. L. 427‑1‑1. – Par dérogation aux dispositions mentionnées à l’article L. 123‑19‑1, les actes administratifs pris par le représentant de l’État dans le département sont dispensés de consultation préalable du public lorsqu’ils visent à autoriser l’intervention des lieutenants de louveterie, dès lors qu’elle vise à répondre à une situation d’urgence ou à prévenir des dommages graves causés aux activités agricoles ou forestières.« En application de l’alinéa précédent, un arrêté du représentant de l’État dans le département peut définir, pour une durée ne pouvant excéder une année civile, les conditions, communes et modalités d’intervention des lieutenants de louveterie.« Les autorisations prises par le représentant de l’État dans le département sur le fondement du présent article sont publiées sur le site internet de la préfecture. » »",Objet : dispenser de consultation préalable du public les autorisations d’intervention des louvetiers délivrées par les préfets. Cet amendement vise à dispenser de consultation du public préalable les arrêtés pris par les préfets pour autoriser l’intervention des lieutenants de louveterie. Cet amendement vise à rendre les procédures administratives plus rapides afin de les rendre plus efficaces pour les éleveurs. Cette dispense est strictement encadrée : Le préfet devra justifier une situation d'urgence ou de dommages graves causés aux activités agricoles ou forestières ; L'arrêté ne pourra pas durer plus d'une année civile et sera circonscrit aux communes particulièrement exposées et sur lesquelles ont été constatés des dommages.
CD573,,Adopté,Article 14,Première délibération,Roseren Xavier rapporteur,,Développement durable,1ère lecture (1ère assemblée saisie),https://www.assemblee-nationale.fr/dyn/17/amendements/2632/CION-DVP/CD573,https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L17PO419865B2632P0D1N000573.xml,Adopté,"Après l’alinéa 11, insérer les quatre alinéas suivants :« III bis. – Après l’article L. 427‑1, il est inséré un article L. 427‑1‑1 ainsi rédigé :« Art. L. 427‑1-1. – Par dérogation aux dispositions mentionnées à l’article L. 123‑19‑1, les actes administratifs pris par le représentant de l’État dans le département sont dispensés de consultation préalable du public lorsqu’ils visent à autoriser l’intervention des lieutenants de louveterie, dès lors qu’elle vise à répondre à une situation d’urgence ou à prévenir des dommages graves causés aux activités agricoles ou forestières.« En application de l’alinéa précédent, un arrêté du représentant de l’État dans le département peut définir, pour une durée ne pouvant excéder une année civile, les conditions, communes et modalités d’intervention des lieutenants de louveterie.« Les autorisations prises par le représentant de l’État dans le département sur le fondement du présent article sont publiées sur le site internet de la préfecture. » »",Objet : dispenser de consultation préalable du public les autorisations d’intervention des louvetiers délivrées par les préfets. Cet amendement vise à dispenser de consultation du public préalable les arrêtés pris par les préfets pour autoriser l’intervention des lieutenants de louveterie. Cet amendement vise à rendre les procédures administratives plus rapides afin de les rendre plus efficaces pour les éleveurs. Cette dispense est strictement encadrée : Le préfet devra justifier une situation d'urgence ou de dommages graves causés aux activités agricoles ou forestières ; L'arrêté ne pourra pas durer plus d'une année civile et sera circonscrit aux communes particulièrement exposées et sur lesquelles ont été constatés des dommages.
1690,,Non renseigné,Article 14,Première délibération,Valentin Antoine,,Séance publique,1ère lecture (1ère assemblée saisie),https://www.assemblee-nationale.fr/dyn/17/amendements/2765/AN/1690,https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L17PO838901BTC2765P0D1N001690.xml,Non renseigné,"Après l’alinéa 11, insérer les quatre alinéas suivants : « Lorsqu’un même troupeau a subi deux attaques avérées attribuables au loup dans un délai de douze mois consécutifs et que les mesures de protection prévues par l’arrêté ministériel mentionné au présent I bis ont été mises en œuvre, le préfet du département concerné est tenu d’ordonner un tir d’élimination du ou des spécimens responsables dans un délai de sept jours à compter du constat de la troisième attaque. L’éleveur est informé sans délai de la décision préfectorale.« Les tirs d’élimination réalisés en application de l’alinéa précédent sont imputés au plafond national de prélèvements fixé par le ministre chargé de l’agriculture. Lorsque ce plafond est atteint, ils sont autorisés à titre dérogatoire conformément à l’article L. 411‑2 et sans que le plafond puisse constituer un motif de refus opposable à l’éleveur ayant mis en œuvre les mesures de protection prescrites.« Les bovins et les équins, dont l’impossibilité de mise en œuvre de moyens de protection efficaces est dûment constatée, bénéficient de la procédure d’élimination prévue au présent article dès la première attaque avérée.« L’évaluation des incidences de ces mesures sur l’état de conservation du loup s’apprécie au niveau national conformément à l’article L. 411‑1. »","L'article 14 du projet de loi pose un cadre législatif de gestion du loup que le présentamendement entend approfondir sur deux points.En premier lieu, la répétition des attaques sur un même troupeau malgré la mise en œuvre desmesures de protection prescrites caractérise l'échec des dispositifs préventifs. Maintenir unesimple faculté de tir dans cette situation revient à imposer à l'éleveur de subir des attaques ensérie sans garantie d'intervention effective. Le présent amendement transforme cette facultéen obligation dès la deuxième attaque sur douze mois, avec un délai de sept jours encadrant ladécision préfectorale.En second lieu, les bovins et équins ne disposent structurellement d'aucun moyen deprotection efficace : les chiens de protection et les parcs de regroupement nocturne sontinopérants pour ces espèces. Le présent amendement tire les conséquences logiques de cetteréalité opérationnelle en autorisant les tirs d'élimination dès la première attaque avérée pources espèces. L'ensemble de ces dispositions s'inscrit dans le cadre jurisprudentielcommunautaire, l'évaluation de l'état de conservation du loup continuant de s'apprécier àl'échelle nationale conformément à l'article L. 411-1 du code de l'environnement."
CD293,,Rejeté,Article 14,Première délibération,Dutremble Aurélien,"  M. Blairy, Mme Bouquin, M. Evrard, M. Guibert, M. Houssin, M. Humbert, Mme Lechanteux, M. David Magnier, M. Marchio, M. Markowsky, M. Meurin, Mme Roullaud, Mme Sabatini, M. Schreck et M. Tivoli",Développement durable,1ère lecture (1ère assemblée saisie),https://www.assemblee-nationale.fr/dyn/17/amendements/2632/CION-DVP/CD293,https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L17PO419865B2632P0D1N000293.xml,Rejeté,"Après l’alinéa 11, insérer les trois alinéas suivants : « II bis. – Après l’article L. 411‑2 du code de l’environnement, il est inséré un article L. 411‑2‑1 A ainsi rédigé :« Art. L. 411‑2‑1 A. – La protection des activités d’élevage constitue un objectif d’intérêt général majeur.« Dans les territoires exposés à la prédation, la gestion des espèces prédatrices, notamment le loup (Canis lupus), s’exerce en tenant compte prioritairement de la préservation des troupeaux, de la viabilité économique des exploitations agricoles et de la sécurité des éleveurs. » »","Le présent amendement vise à consacrer dans la loi la primauté de l’activité d’élevage face à la prédation du loup.Alors que le projet de loi reconnaît la nécessité de renforcer la défense des troupeaux, il ne fixe pas de hiérarchie claire entre la protection des espèces et la sauvegarde des activités agricoles.Dans un contexte d’augmentation continue des attaques, il est indispensable d’affirmer que la pérennité de l’élevage constitue un objectif d’intérêt général majeur, devant guider l’ensemble des décisions administratives."
CE1047,,Adopté,Article 14,Première délibération,Roseren Xavier rapporteur pour avis au nom de la commission du développement durable et de l'aménagement du territoire,"  Mme Pantel, M. Rousset, Mme Froger, M. Vallaud, M. Fesneau, M. Peu, Mme Le Feur, M. Hollande, M. Potier, M. Bony, M. Philippe Brun, Mme Rossi, Mme Allemand, M. Aviragnet, Mme Battistel, M. Bazin, M. Benoit, Mme Bergantz, M. Bonnecarrère, Mme Sylvie Bonnet, Mme Bonnivard, M. Bothorel, M. Bouyx, M. Brard, M. Brugerolles, Mme Brulebois, M. Fabrice Brun, M. Buchou, Mme Buffet, M. Jean-René Cazeneuve, M. Ceccoli, M. Cormier-Bouligeon, M. Criaud, M. Croizier, Mme Corneloup, M. Daubié, M. David, M. Delautrette, Mme Delpech, Mme Dombre Coste, Mme Dubré-Chirat, M. Echaniz, M. Fait, M. Fégné, M. Fugit, Mme Got, Mme Perrine Goulet, M. Guedj, Mme Herouin-Léautey, M. Houlié, M. Jacques, Mme Klinkert, M. Lauzzana, M. Lecamp, Mme Létard, Mme Le Peih, M. Liégeon, Mme Lingemann, Mme Marsaud, M. Maurel, M. Marion, M. Masséglia, M. Mattei, M. Molac, M. Mongardien, M. Naegelen, M. Oberti, M. Ott, M. Padey, Mme Pirès Beaune, M. Proença, M. Ramos, M. Ray, Mme Riotton, Mme Ronceret, Mme Rouaux, Mme Santiago, M. Saulignac, M. Sorre, M. Taite, M. Taupiac, M. Terlier, Mme Thiébault-Martinez, Mme Thomin, M. Travert, M. Vermorel-Marques, Mme Vidal, M. Jean-Pierre Vigier, M. Philippe Vigier, M. Viry et M. Vuibert",Affaires économiques,1ère lecture (1ère assemblée saisie),https://www.assemblee-nationale.fr/dyn/17/amendements/2632/CION-ECO/CE1047,https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L17PO419610B2632P0D1N001047.xml,Adopté,"Après l’alinéa 11, insérer les trois alinéas suivants :« II bis. – Après l’article L. 427‑2 du même code, il est inséré un article L. 427‑2‑1 ainsi rédigé :« Art. L. 427‑2‑1. – Par dérogation à l’article L. 312‑2‑1 du code de la sécurité intérieure, l’association nationale des lieutenants de louveterie et les associations régionales et départementales des lieutenants de louveterie sont autorisées à acquérir et à détenir des armes à feu, des munitions et de leurs éléments relevant de la catégorie C en vue de leur remise aux lieutenants de louveterie pour l’exercice de leurs fonctions et de leurs missions de gestion ou de régulation de la faune sauvage ordonnées par les préfets de département.« Les modalités d’application du présent article sont fixées par arrêté conjoint du ministre de l’intérieur et du ministre chargé de la chasse. ». »","Cet amendement permet de sécuriser juridiquement les lieutenants de louveterie en précisant le code de la Sécurité intérieure. Il est issu du travail transpartisan conduit dans le cadre de la proposition de loi visant à créer un statut pour les lieutenants de louveterie déposée le 24 juin 2025, avec l’appui des Ministères de l’Agriculture et de la Transition écologiqueAujourd’hui, le cadre juridique actuel ne permet pas aux associations de lieutenants de louveterie de détenir et de mutualiser des armes et équipements de catégorie C, en raison des restrictions prévues par le code de la sécurité intérieure. Cette situation limite les possibilités d’organisation collective, crée des inégalités d’accès aux moyens matériels et peut nuire à l’efficacité des interventions.Le présent amendement propose ainsi d’introduire une dérogation encadrée permettant à ces associations d’acquérir et de détenir ce type d’équipements, exclusivement en vue de leur mise à disposition des lieutenants de louveterie dans le cadre de missions ordonnées par l’autorité administrative. Cette faculté est strictement limitée à l’exercice de missions de service public de régulation et s’inscrit dans un cadre contrôlé par l’État.Le renvoi à un arrêté conjoint des ministres compétents permettra de définir précisément les conditions d’acquisition, de détention, de mise à disposition et de contrôle de ces équipements, garantissant ainsi un équilibre entre impératif de sécurité publique et efficacité opérationnelle."
